CustomerID,2010 revenue,days_since_first_purchase,days_since_last_purchase,number_of_purchases,avg_order_cost,2011 revenue
13448.0,829.54,29.0,20.0,2.0,414.77,2709.83
13455.0,692.9399999999999,22.0,22.0,1.0,692.9399999999999,365.40000000000003
13458.0,1185.8600000000001,15.0,15.0,1.0,1185.8600000000001,8460.71
13468.0,911.0,29.0,14.0,3.0,303.6666666666667,4793.97
13487.0,193.15000000000003,9.0,9.0,1.0,193.15000000000003,382.25
13488.0,1381.9199999999998,23.0,23.0,1.0,1381.9199999999998,7586.389999999999
13491.0,196.4,28.0,15.0,2.0,98.2,1019.42
13495.0,865.43,24.0,15.0,2.0,432.715,1179.44
13496.0,501.01000000000005,15.0,15.0,1.0,501.01000000000005,152.32
13497.0,153.50000000000003,24.0,24.0,1.0,153.50000000000003,194.55
13506.0,301.11999999999995,25.0,25.0,1.0,301.11999999999995,157.4
13520.0,303.4,27.0,27.0,1.0,303.4,3320.95
13523.0,566.9499999999999,22.0,22.0,1.0,566.9499999999999,3397.93
13531.0,305.45,22.0,22.0,1.0,305.45,178.35000000000002
13534.0,283.2,14.0,14.0,1.0,283.2,5586.880000000001
13564.0,1198.3799999999999,24.0,10.0,2.0,599.1899999999999,550.64
13569.0,118.32000000000001,23.0,23.0,1.0,118.32000000000001,255.42999999999995
13576.0,349.15000000000003,29.0,29.0,1.0,349.15000000000003,6368.1900000000005
13579.0,164.7,25.0,25.0,1.0,164.7,302.34000000000003
13599.0,352.84000000000003,22.0,22.0,1.0,352.84000000000003,4800.830000000001
13611.0,303.15,15.0,15.0,1.0,303.15,868.6499999999999
13627.0,311.19,13.0,13.0,1.0,311.19,1327.28
13649.0,197.8,22.0,22.0,1.0,197.8,148.8
13652.0,308.80000000000007,24.0,24.0,1.0,308.80000000000007,786.28
13668.0,177.66000000000003,18.0,18.0,1.0,177.66000000000003,6185.93
13705.0,318.14,29.0,29.0,1.0,318.14,393.72
13715.0,496.63000000000005,28.0,18.0,2.0,248.31500000000003,582.71
13748.0,204.0,29.0,29.0,1.0,204.0,744.2500000000001
13756.0,1004.4000000000001,23.0,14.0,3.0,334.8,4185.120000000001
13758.0,718.8499999999999,29.0,22.0,2.0,359.42499999999995,2471.7000000000003
13767.0,2439.3599999999997,29.0,14.0,6.0,406.55999999999995,14780.999999999998
13769.0,322.3,23.0,23.0,1.0,322.3,2474.21
13787.0,106.39999999999999,20.0,20.0,1.0,106.39999999999999,202.64000000000004
13817.0,128.70000000000002,7.0,7.0,1.0,128.70000000000002,254.28
13831.0,408.0,25.0,25.0,1.0,408.0,1794.9899999999998
13838.0,238.10999999999993,25.0,25.0,1.0,238.10999999999993,453.62
13842.0,310.57000000000005,22.0,22.0,1.0,310.57000000000005,3075.05
13846.0,411.4000000000001,16.0,16.0,1.0,411.4000000000001,453.66
13848.0,320.0,22.0,22.0,1.0,320.0,935.0
13854.0,609.4399999999999,21.0,13.0,2.0,304.71999999999997,7500.08
13869.0,323.62,13.0,13.0,1.0,323.62,2781.33
13880.0,97.8,23.0,23.0,1.0,97.8,3121.9700000000003
13890.0,190.35,14.0,14.0,1.0,190.35,1693.46
13941.0,1095.1200000000001,28.0,28.0,1.0,1095.1200000000001,4017.84
13953.0,500.0,8.0,8.0,1.0,500.0,3015.6800000000003
13959.0,214.74,18.0,18.0,1.0,214.74,383.46000000000004
13963.0,151.29999999999998,23.0,23.0,1.0,151.29999999999998,513.24
13969.0,317.59000000000003,21.0,21.0,1.0,317.59000000000003,8736.35
13982.0,428.59999999999997,21.0,21.0,1.0,428.59999999999997,1443.21
13983.0,329.35999999999996,22.0,22.0,1.0,329.35999999999996,2274.0700000000006
13984.0,154.79999999999998,22.0,22.0,1.0,154.79999999999998,765.71
13999.0,302.1,17.0,17.0,1.0,302.1,3599.71
14001.0,301.24,29.0,29.0,1.0,301.24,1741.8400000000001
14016.0,753.7399999999998,13.0,13.0,1.0,753.7399999999998,3587.4700000000007
14030.0,676.5000000000001,22.0,22.0,1.0,676.5000000000001,1683.59
14031.0,2568.9500000000003,28.0,13.0,3.0,856.3166666666667,14717.91
14032.0,619.4200000000001,22.0,11.0,2.0,309.71000000000004,2356.17
14037.0,111.80000000000003,20.0,20.0,1.0,111.80000000000003,35.400000000000006
14045.0,326.4,29.0,29.0,1.0,326.4,1333.35
14047.0,286.91999999999996,28.0,28.0,1.0,286.91999999999996,1021.6899999999999
14051.0,1828.1600000000003,22.0,10.0,3.0,609.3866666666668,13782.230000000001
14057.0,925.92,16.0,16.0,1.0,925.92,5292.040000000001
14060.0,874.04,28.0,15.0,3.0,291.34666666666664,5266.379999999999
14062.0,1444.12,20.0,10.0,2.0,722.06,9020.73
14078.0,136.24,29.0,29.0,1.0,136.24,913.1299999999999
14081.0,423.51999999999987,25.0,25.0,1.0,423.51999999999987,510.9999999999998
14083.0,459.89000000000016,27.0,10.0,2.0,229.94500000000008,558.54
14085.0,1190.2400000000002,24.0,7.0,3.0,396.7466666666667,3258.3
14092.0,601.73,14.0,8.0,2.0,300.865,3475.1800000000003
14099.0,383.5200000000001,10.0,10.0,1.0,383.5200000000001,2720.65
14107.0,363.23999999999995,20.0,20.0,1.0,363.23999999999995,2339.99
14113.0,433.5,10.0,10.0,1.0,433.5,1406.92
14135.0,947.0500000000001,28.0,9.0,3.0,315.68333333333334,3743.2600000000007
14146.0,1241.4299999999998,13.0,13.0,1.0,1241.4299999999998,2949.5700000000006
14150.0,306.18,15.0,15.0,1.0,306.18,352.46
14159.0,193.21999999999997,18.0,18.0,1.0,193.21999999999997,4499.79
14161.0,283.15,25.0,25.0,1.0,283.15,827.3700000000001
14176.0,159.55,23.0,23.0,1.0,159.55,417.35
14180.0,896.2500000000001,28.0,14.0,3.0,298.75000000000006,3852.2700000000004
14189.0,311.24,24.0,24.0,1.0,311.24,4342.839999999999
14201.0,67.24000000000001,15.0,15.0,1.0,67.24000000000001,680.2
14210.0,304.95,27.0,27.0,1.0,304.95,1600.8899999999999
14215.0,166.0,24.0,24.0,1.0,166.0,1623.7200000000003
14217.0,118.30000000000001,22.0,22.0,1.0,118.30000000000001,1886.6799999999996
14220.0,312.98,14.0,14.0,1.0,312.98,319.42
14236.0,189.3,28.0,28.0,1.0,189.3,301.55999999999995
14243.0,472.0,21.0,13.0,2.0,236.0,2116.77
14256.0,523.8599999999999,20.0,20.0,1.0,523.8599999999999,445.19999999999993
14282.0,571.0,23.0,23.0,1.0,571.0,3158.34
14290.0,777.5600000000002,17.0,17.0,1.0,777.5600000000002,1537.0900000000001
14293.0,364.92,24.0,24.0,1.0,364.92,681.6400000000001
14299.0,429.24,21.0,21.0,1.0,429.24,3536.3799999999997
14307.0,783.11,29.0,29.0,1.0,783.11,2212.61
14309.0,147.75,14.0,14.0,1.0,147.75,2204.78
14334.0,320.15,14.0,14.0,1.0,320.15,2232.06
14344.0,355.65000000000003,24.0,14.0,3.0,118.55000000000001,534.28
14388.0,312.8,28.0,28.0,1.0,312.8,2900.04
14390.0,223.70000000000005,28.0,28.0,1.0,223.70000000000005,4429.12
14395.0,308.68,28.0,28.0,1.0,308.68,3199.0299999999997
14396.0,110.35000000000004,27.0,27.0,1.0,110.35000000000004,377.64
14401.0,247.38000000000002,15.0,15.0,1.0,247.38000000000002,3804.1
14404.0,133.48000000000002,25.0,25.0,1.0,133.48000000000002,1340.84
14409.0,328.80000000000007,24.0,24.0,1.0,328.80000000000007,1730.6499999999999
14414.0,217.2,14.0,14.0,1.0,217.2,1279.7799999999997
14415.0,875.1800000000001,16.0,16.0,1.0,875.1800000000001,5025.1
14419.0,124.1,20.0,20.0,1.0,124.1,933.96
14440.0,656.7,21.0,21.0,1.0,656.7,1700.98
14443.0,303.50000000000006,24.0,24.0,1.0,303.50000000000006,1116.6999999999998
14448.0,102.35,20.0,20.0,1.0,102.35,273.0
14449.0,210.23999999999992,28.0,28.0,1.0,210.23999999999992,696.86
14466.0,379.75,28.0,28.0,1.0,379.75,1892.65
14472.0,279.88000000000005,11.0,11.0,1.0,279.88000000000005,1656.9600000000003
14479.0,174.39999999999998,21.0,21.0,1.0,174.39999999999998,141.85000000000002
14487.0,125.10000000000001,24.0,24.0,1.0,125.10000000000001,1071.2299999999998
14491.0,127.2,28.0,28.0,1.0,127.2,213.73
14496.0,304.34,29.0,29.0,1.0,304.34,234.47
14498.0,166.22000000000003,17.0,17.0,1.0,166.22000000000003,1791.1000000000001
14505.0,1050.35,18.0,18.0,1.0,1050.35,4855.29
14506.0,269.69999999999993,25.0,25.0,1.0,269.69999999999993,1742.4699999999996
14524.0,275.44999999999993,16.0,16.0,1.0,275.44999999999993,1592.2300000000002
14525.0,462.2999999999999,17.0,17.0,1.0,462.2999999999999,3869.9
14527.0,925.4899999999999,25.0,10.0,4.0,231.37249999999997,7583.329999999998
14532.0,222.60000000000002,8.0,8.0,1.0,222.60000000000002,710.25
14533.0,433.50000000000006,8.0,8.0,1.0,433.50000000000006,1516.2200000000003
14543.0,254.4,20.0,20.0,1.0,254.4,3375.9300000000003
14544.0,1121.92,17.0,17.0,1.0,1121.92,902.5300000000002
14560.0,408.17,13.0,13.0,1.0,408.17,1829.6000000000001
14565.0,1167.4100000000003,17.0,17.0,1.0,1167.4100000000003,1931.71
14573.0,413.0999999999998,28.0,28.0,1.0,413.0999999999998,1240.32
14577.0,346.9,18.0,18.0,1.0,346.9,512.81
14594.0,254.99999999999994,29.0,29.0,1.0,254.99999999999994,124.83000000000001
14606.0,1246.6599999999999,29.0,8.0,7.0,178.0942857142857,10909.989999999996
14608.0,204.0,18.0,18.0,1.0,204.0,1581.1499999999999
14621.0,305.7,14.0,14.0,1.0,305.7,1482.6600000000003
14625.0,585.53,17.0,17.0,1.0,585.53,314.1
14639.0,676.5399999999998,17.0,17.0,1.0,676.5399999999998,2307.9499999999994
14643.0,357.94000000000005,14.0,14.0,1.0,357.94000000000005,335.87
14667.0,1998.1000000000006,24.0,16.0,4.0,499.52500000000015,7243.1
14673.0,373.49,23.0,23.0,1.0,373.49,1362.9099999999999
14680.0,2875.3999999999996,27.0,16.0,2.0,1437.6999999999998,25878.71
14684.0,168.35999999999999,18.0,18.0,1.0,168.35999999999999,1067.92
14688.0,444.97999999999996,29.0,29.0,1.0,444.97999999999996,5185.889999999999
14696.0,294.62,29.0,29.0,1.0,294.62,1784.33
14702.0,318.7,21.0,21.0,1.0,318.7,2973.44
14708.0,419.0600000000001,24.0,24.0,1.0,419.0600000000001,707.31
14709.0,314.1,14.0,14.0,1.0,314.1,4606.9400000000005
14713.0,425.85000000000014,21.0,14.0,2.0,212.92500000000007,2240.51
14723.0,471.0,27.0,14.0,2.0,235.5,687.2999999999997
14735.0,252.2,14.0,14.0,1.0,252.2,5813.49
14737.0,434.0,9.0,9.0,1.0,434.0,730.55
14739.0,713.8800000000001,23.0,23.0,1.0,713.8800000000001,3188.3999999999996
14741.0,495.3,28.0,17.0,2.0,247.65,905.04
14744.0,225.0,22.0,22.0,1.0,225.0,874.98
14748.0,470.4199999999999,24.0,24.0,1.0,470.4199999999999,945.3299999999999
14766.0,180.39999999999998,22.0,22.0,1.0,180.39999999999998,2292.9700000000003
14769.0,347.01,13.0,13.0,1.0,347.01,10327.739999999998
14775.0,406.56,28.0,28.0,1.0,406.56,605.3399999999999
14796.0,1028.82,22.0,17.0,2.0,514.41,6993.669999999999
14800.0,1219.85,25.0,18.0,2.0,609.925,3119.89
14810.0,180.44,25.0,25.0,1.0,180.44,1907.44
14825.0,396.43000000000006,24.0,14.0,2.0,198.21500000000003,1830.48
14829.0,385.33,28.0,16.0,2.0,192.665,312.22
14841.0,395.15999999999997,14.0,14.0,1.0,395.15999999999997,2900.6000000000004
14849.0,566.89,29.0,14.0,2.0,283.445,7363.649999999999
14865.0,37.2,28.0,28.0,1.0,37.2,15.0
14866.0,103.67999999999999,22.0,22.0,1.0,103.67999999999999,14286.220000000001
14871.0,140.40000000000003,16.0,16.0,1.0,140.40000000000003,381.98
14878.0,322.01,14.0,14.0,1.0,322.01,1163.53
14896.0,257.21999999999997,21.0,21.0,1.0,257.21999999999997,211.55000000000004
14898.0,98.50000000000001,27.0,27.0,1.0,98.50000000000001,1205.0199999999998
14901.0,497.05000000000007,28.0,16.0,3.0,165.68333333333337,924.24
14907.0,960.6899999999999,23.0,16.0,2.0,480.34499999999997,2540.41
14913.0,300.87,15.0,15.0,1.0,300.87,926.56
14952.0,686.16,20.0,20.0,1.0,686.16,7413.330000000001
14961.0,1182.6999999999998,16.0,16.0,1.0,1182.6999999999998,5861.9800000000005
14985.0,124.51000000000002,14.0,14.0,1.0,124.51000000000002,172.23999999999998
14987.0,163.2,21.0,21.0,1.0,163.2,163.2
15002.0,631.6500000000001,23.0,23.0,1.0,631.6500000000001,1010.1100000000002
15005.0,470.4100000000001,22.0,15.0,2.0,235.20500000000004,5846.160000000001
15012.0,191.05999999999997,29.0,29.0,1.0,191.05999999999997,231.98
15018.0,111.25000000000001,23.0,23.0,1.0,111.25000000000001,384.96000000000004
15021.0,205.64000000000001,22.0,22.0,1.0,205.64000000000001,1709.1799999999998
15023.0,460.5999999999999,25.0,25.0,1.0,460.5999999999999,6342.16
15024.0,491.2199999999999,23.0,23.0,1.0,491.2199999999999,1170.1100000000001
15028.0,185.97000000000003,24.0,24.0,1.0,185.97000000000003,441.16
15032.0,2770.6,22.0,22.0,1.0,2770.6,2188.5
15034.0,842.9000000000003,9.0,9.0,1.0,842.9000000000003,3465.71
15038.0,126.43,25.0,25.0,1.0,126.43,579.0600000000001
15039.0,1317.7600000000002,24.0,16.0,2.0,658.8800000000001,18596.680000000008
15044.0,2139.1500000000005,18.0,8.0,3.0,713.0500000000002,5561.08
15048.0,98.7,24.0,24.0,1.0,98.7,285.34999999999997
15062.0,209.08,15.0,15.0,1.0,209.08,778.78
15078.0,818.65,24.0,10.0,2.0,409.325,8924.460000000001
15079.0,141.95,21.0,21.0,1.0,141.95,753.6600000000002
15081.0,111.15,23.0,23.0,1.0,111.15,393.65000000000003
15093.0,623.73,28.0,28.0,1.0,623.73,3973.2900000000004
15100.0,700.8,29.0,22.0,2.0,350.4,175.2
15101.0,102.28,15.0,15.0,1.0,102.28,215.24999999999997
15107.0,177.05,28.0,16.0,2.0,88.525,142.45
15111.0,288.5,28.0,28.0,1.0,288.5,1278.9800000000002
15157.0,1085.46,14.0,14.0,1.0,1085.46,850.6100000000001
15159.0,1860.98,17.0,17.0,1.0,1860.98,16780.03
15192.0,315.0,21.0,21.0,1.0,315.0,729.3200000000002
15194.0,1558.9899999999998,24.0,14.0,3.0,519.6633333333333,6057.54
15197.0,556.5,14.0,14.0,1.0,556.5,523.11
15208.0,65.4,9.0,9.0,1.0,65.4,804.72
15211.0,383.07,21.0,21.0,1.0,383.07,511.34
15235.0,694.6400000000001,29.0,7.0,3.0,231.5466666666667,1552.8700000000001
15246.0,186.0,14.0,14.0,1.0,186.0,328.15000000000003
15260.0,420.5,28.0,28.0,1.0,420.5,1390.27
15271.0,111.75,21.0,21.0,1.0,111.75,2395.3199999999997
15288.0,165.65,21.0,21.0,1.0,165.65,2140.87
15290.0,219.6,15.0,15.0,1.0,219.6,7723.62
15291.0,648.9000000000001,29.0,13.0,2.0,324.45000000000005,4019.4000000000005
15298.0,397.5999999999999,22.0,22.0,1.0,397.5999999999999,4402.3
15299.0,1835.0100000000002,28.0,28.0,1.0,1835.0100000000002,2672.0
15301.0,673.3700000000003,24.0,24.0,1.0,673.3700000000003,4396.98
15304.0,123.15,24.0,24.0,1.0,123.15,571.25
15312.0,289.74,10.0,10.0,1.0,289.74,635.1100000000001
15351.0,274.66999999999985,25.0,25.0,1.0,274.66999999999985,1685.4399999999996
15353.0,311.65,23.0,23.0,1.0,311.65,465.36999999999983
15356.0,365.53999999999985,24.0,16.0,2.0,182.76999999999992,2400.96
15358.0,624.55,21.0,21.0,1.0,624.55,7722.649999999999
15366.0,105.54,14.0,14.0,1.0,105.54,496.97
15373.0,537.1,27.0,15.0,2.0,268.55,1878.81
15379.0,1491.46,14.0,14.0,1.0,1491.46,2211.83
15380.0,230.10000000000002,21.0,21.0,1.0,230.10000000000002,1460.16
15384.0,303.57,15.0,15.0,1.0,303.57,338.8399999999999
15392.0,338.97999999999996,16.0,16.0,1.0,338.97999999999996,1196.5499999999997
15394.0,587.66,14.0,14.0,1.0,587.66,1595.88
15426.0,411.4199999999999,25.0,25.0,1.0,411.4199999999999,1035.97
15456.0,243.22000000000006,15.0,15.0,1.0,243.22000000000006,204.0
15465.0,867.8499999999999,25.0,15.0,2.0,433.92499999999995,6486.7699999999995
15482.0,723.64,14.0,14.0,1.0,723.64,10331.320000000002
15485.0,950.09,29.0,29.0,1.0,950.09,1624.9099999999996
15498.0,976.7199999999999,22.0,22.0,1.0,976.7199999999999,12339.679999999998
15502.0,929.4000000000001,25.0,24.0,2.0,464.70000000000005,9455.530000000002
15512.0,101.19999999999999,15.0,15.0,1.0,101.19999999999999,19.799999999999997
15513.0,1313.5,29.0,21.0,2.0,656.75,13444.719999999998
15514.0,1884.7100000000003,20.0,16.0,2.0,942.3550000000001,2254.75
15525.0,313.92999999999995,29.0,29.0,1.0,313.92999999999995,511.99
15527.0,221.39999999999998,10.0,10.0,1.0,221.39999999999998,2208.38
15529.0,321.46,22.0,20.0,2.0,160.73,3673.7699999999995
15532.0,356.3500000000001,14.0,14.0,1.0,356.3500000000001,1224.58
15544.0,354.53999999999996,28.0,28.0,1.0,354.53999999999996,3192.17
15545.0,135.33,27.0,27.0,1.0,135.33,157.39000000000001
15547.0,767.3700000000001,18.0,18.0,1.0,767.3700000000001,4187.47
15555.0,989.8199999999999,25.0,17.0,3.0,329.94,3815.35
15563.0,270.19000000000005,14.0,14.0,1.0,270.19000000000005,1130.25
15570.0,1064.64,25.0,13.0,3.0,354.88000000000005,3100.88
15574.0,590.1499999999997,28.0,14.0,2.0,295.0749999999999,112.1
15581.0,325.96,22.0,9.0,3.0,108.65333333333332,3354.0099999999998
15587.0,344.88,7.0,7.0,1.0,344.88,568.8
15596.0,402.31999999999994,21.0,21.0,1.0,402.31999999999994,1004.2700000000001
15601.0,1236.4500000000003,28.0,14.0,2.0,618.2250000000001,5540.110000000001
15602.0,152.55,24.0,16.0,2.0,76.275,1145.32
15605.0,194.85,29.0,29.0,1.0,194.85,1003.3800000000001
15615.0,1081.19,15.0,15.0,1.0,1081.19,9318.549999999997
15620.0,424.4899999999999,14.0,14.0,1.0,424.4899999999999,1128.6899999999998
15628.0,319.18,22.0,22.0,1.0,319.18,2551.06
15640.0,2766.6900000000005,28.0,11.0,3.0,922.2300000000001,9748.97
15641.0,308.37000000000006,15.0,15.0,1.0,308.37000000000006,1578.8299999999997
15646.0,189.8,28.0,28.0,1.0,189.8,257.84000000000003
15649.0,510.0,23.0,23.0,1.0,510.0,306.0
15658.0,306.20000000000005,28.0,28.0,1.0,306.20000000000005,717.9000000000001
15660.0,209.3,21.0,21.0,1.0,209.3,1391.56
