Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Channel
5766.766912838705,5653.981905699681,4526.014411824322,5929.344690737008,6390.693596614415,5063.470907446738,0
4387.051717207254,5390.100869261031,3715.359298080643,5338.562276002531,4906.378164528981,7234.085672430681,3
6049.623469031878,4532.144133037404,3910.936447411804,4975.246653538456,6344.368871845254,4785.324733791179,0
4409.939225088284,7121.938205041795,4528.389632409898,7482.675507685572,6639.759947815801,6574.465764061646,3
6757.061661654753,1550.736951710488,2203.370462573295,2441.4355798945476,6230.329358206821,4051.798252556609,0
5378.465214143385,7043.378067713791,5516.610384457659,6577.108678151639,5330.137086064059,5723.944576456523,0
6967.830069633779,5996.791632573619,5915.21020962571,5418.182128389175,5346.709105211332,3806.590511306158,1
7836.267677027421,4304.67169969286,6326.569454733689,4544.464354407515,5865.075515543922,4120.2324952237195,1
5283.126702926956,5549.581409467712,3225.4249438429315,5272.81576952425,5680.291036930637,4565.495083132231,3
3817.6084902858056,6914.424407632677,3639.66810550733,6719.7989287872315,5502.633184500542,6904.895832119329,3
6364.776424291454,5339.609755735061,5466.237206898568,4198.2260261705715,3549.1845740350063,5117.248887766287,2
5166.764502518815,5206.903892379305,4437.457609625777,4527.913177370878,3862.6109483904593,6576.204085895687,3
8480.459346509528,3809.9205345150353,7226.205009687212,4407.030193226663,6094.76580526066,4338.668465408731,1
5865.9115595817575,5413.951237054144,4485.397699231108,4263.894950558853,3756.2117357195693,4915.28087615015,2
8085.087760625976,3923.5902828037997,6320.983039898345,4074.0943029848013,5596.995579520899,3936.404958248113,1
4927.451805531068,6072.111957073534,5047.690636273341,5436.19479802247,4107.668161266953,7014.60585737541,3
6971.574047496137,4899.493882598153,5811.641774629602,5011.383478215568,5716.51793448212,4762.092227031343,1
6110.471573045534,4390.382773834895,3614.188717324975,3379.76245422853,3861.172916469007,4312.473650470144,0
5757.8361372696345,4918.841233097618,3884.728636193682,4946.728098955444,5701.103547333498,4976.1394931332825,0
6376.031795792384,6185.876675850589,8201.63618199918,5507.423350576905,3483.2517420465865,7656.634057631898,3
7028.457560402445,3392.6554571988763,5243.10301021427,3428.28364725804,4694.071365294531,5364.113055965074,0
6423.107261586577,5981.485291382462,5812.55806136312,5648.422915819079,5374.73534514539,4873.9965348023225,2
6691.561274933643,4272.928229098834,4565.884978674467,3536.1784545792752,4176.448703230926,4366.108144332922,0
6087.385707092576,5548.769667130984,3881.9660027389154,3727.9488308819728,3216.5210929501804,3530.4553300999423,2
6486.498397480298,6584.359709965524,6813.617973840555,5503.612786051502,4013.5361615902034,5327.56468177955,2
7894.805569067787,5696.881661337348,7468.540501099118,6804.658258003247,7960.077350614612,4141.047601913806,1
4691.036387657368,6637.181275573777,4597.110011157192,5954.590540616227,4567.969190700945,6433.534459270046,3
6102.864512888492,5497.897561976148,5800.6465607123155,4942.897431656173,4310.225913235941,5978.216837748164,0
5587.976012814871,4957.360822586555,3775.6547521549473,4031.362773172167,3956.012521676186,5091.970122905608,0
5064.349646880871,4255.751065287219,3338.28154623131,3578.6322955786,3626.8193093978175,6354.782340588319,3
6619.927301636844,6513.9249538801705,6654.588048690973,5981.985407063413,5137.628925320265,4961.032974619555,2
2231.6050740607193,8456.79776951079,2429.386831850958,8447.036916893603,6514.47413540896,7367.5183250671,3
5918.907627694406,5916.064550946767,5134.3618695739315,5764.238204397336,5619.377104272387,5198.010140293115,1
5232.118534621502,6719.159867115233,4064.1000427580157,4779.484968672318,3165.8713092642956,4457.615741625536,2
7225.026782184117,3791.935825478369,3664.7149337349665,2786.7179020165077,4271.95616222438,2568.7606533169906,0
5638.522663904905,5440.156733598102,4121.937650700433,5645.222807146347,6215.987257047561,5040.984140458531,0
5700.472414707887,5145.749767297447,4885.072689612687,4616.353782188822,4261.4348993900285,6055.0761365968865,2
7272.511715444966,4491.90310488626,6415.701338781539,4938.491326271828,5865.6464873856075,5267.174487919347,1
5503.772303415034,5842.531432085662,4399.091010420194,4622.891674904098,3740.3907028746125,5170.87020888448,2
6446.491330205804,7100.829425776181,6540.682247612811,6023.807346340176,4582.712298410809,4594.627277232278,2
5756.902539158867,5797.982545751762,5131.066355177445,5146.506203384602,4495.7716578269665,5609.634728928892,0
5853.571543443593,4988.08924878819,6016.319894682946,4341.872590431127,3381.8244231937433,7243.313993465317,3
5008.945136731864,5431.46942054294,4547.505825739472,5656.6331644425345,5465.253195618418,6906.288408889082,3
5311.768869877574,5940.641671571369,3329.200285842644,5517.042881369698,5711.031599681935,4250.440210198236,1
6839.800116964685,5158.111910767121,7999.306997285375,4559.869094894032,3268.6459860557907,7399.735970792587,3
3401.047059618502,7404.703059170644,3171.1744356317818,7307.642242118887,6016.28969350492,6767.066895489514,3
6486.930114247856,6121.769930735583,5440.915237464218,6165.169334467084,6436.314843513769,4184.737565618281,2
5624.370914655549,5608.64166797672,4239.692419336881,5725.691434860614,6119.827670884354,5048.332724862096,0
5002.745167649192,7147.108513205805,4465.67574997878,7029.575579406723,6343.3123705772205,5175.965898889752,0
7025.724510050937,5543.918351991708,6074.095835915164,5948.45883631415,6671.499635085156,4382.094134717257,1
5434.946541363588,6102.923232924365,4202.7195632532985,6410.995844482828,6739.458859360786,4955.666654040484,0
6105.191948383998,5944.691999101325,6278.965258539261,6370.026771042,6153.020726535443,6212.012747372129,3
5591.603108311432,5897.486817439853,4413.971045970401,5905.680258858887,6038.998481749581,5048.853188457391,0
5477.163609454209,5713.846987483644,4286.150465403343,4581.710766316076,3832.1313528586675,5218.479804329275,2
6531.396420636056,4730.646212474015,5359.8024746061465,5313.4813057974625,6310.365951514264,5345.710722150327,2
4134.932068937195,7396.81049921687,4073.52928340218,5970.115465057268,3724.535970567338,6204.167500775965,2
6109.921679023318,4886.080022151628,4842.492306608561,4175.900690413627,4089.2466133493936,5363.079918077427,2
5560.76347188872,6163.824033278988,4682.869114658362,5961.065129318305,5703.140207185402,5173.267427911497,1
4355.120833927274,5379.779800210705,4403.788092578611,5190.323614013504,4219.211451554659,8137.110735414237,3
6236.257439576525,5859.949078702521,5522.6471993516425,5353.704222329473,4977.997225808765,5019.608537219548,2
5038.085951616289,4517.435513305968,4655.552082402715,4932.650315808896,4994.44022625773,7852.125195121935,3
4271.372245937961,6409.904972848799,4689.234902312853,6452.6311935849,5262.177429160674,7709.926618514794,3
4854.2529407343,5038.199444038774,3498.0899776895512,5043.084116641171,5230.537737365063,6312.978609053642,1
6045.938608122523,3616.539686608332,2848.0142031739438,4228.914702209306,6498.213611792905,4377.982224082894,0
5826.376294894398,4628.242725695723,6564.382551418518,3956.4333593770343,2687.02022590428,8304.073307096147,3
2666.8923305748353,7693.931757255031,2898.0190761594167,7901.160905729905,6347.157468547221,7747.769952227389,3
6354.427077129593,2698.2519770925546,2367.6664554567933,3623.6247150825598,6824.221841897432,4028.8891620994737,0
4111.4041683630785,6559.215657887202,3995.428949374017,6519.3619049894905,5515.790255547125,7059.688467783598,3
6834.7378544359335,5871.320305191296,8447.100663165545,5201.0422442051995,3472.912530355741,7276.77248545164,3
5981.80399723858,4811.83041153957,4527.555822512432,5052.362263001856,5798.604183990721,5398.944582292073,1
5749.8275695428565,4709.509728323202,4855.078167841748,4976.890455675799,5372.436851770916,6388.6254951413675,1
5533.408613945982,4355.938925820555,2694.6679238591087,2790.22558616302,2901.3209806758978,4409.9648883696955,0
5493.015071999094,5835.784685759962,4478.034704151402,4670.097268237213,3775.2418364113564,5300.340552125903,2
5919.361550301705,5393.843587608985,4448.498432239884,5431.860934119368,5922.430778857036,4870.983859295886,1
6893.459282664156,4230.364333217558,5168.990033565631,3694.5549811573624,4312.304586958995,4725.90252425582,0
3930.638990197931,5915.860245166351,3236.700460360411,5815.463746908806,5161.63427102248,7123.457797265257,3
5047.681865753233,5971.132446342119,4507.780467049222,5918.566078887938,5481.101549029064,6244.897634369632,1
6390.909352111546,5133.9682166117445,6160.776744908451,4776.067355279393,4384.039942105522,6162.1538006051405,2
6135.988686592467,4942.343979954578,4739.924867092196,5093.820194249051,5754.048818763459,5199.082276608035,0
6785.71256100538,3198.8183731796935,4390.19563796174,3443.268543928252,5202.0662262622245,5043.231411936131,0
6473.252819431541,4251.90349478811,5882.137646851612,3998.8903974130913,4061.119730825407,6488.097544325159,0
5633.776159349463,5989.469001071147,6537.804092765151,5384.830982269311,3807.6634016059597,7403.958555964966,3
5826.250493862464,4843.813717303532,4754.451217072685,4336.009172760813,4228.067757911243,5915.211095895474,0
5298.832194821425,5506.296737654999,4006.229333264332,4623.126087091969,4116.234752777467,5473.003296465822,2
6319.52756301481,5828.731138900654,5439.905284194666,5491.496964930988,5371.4499303771745,4785.0105024250915,2
6062.485663579728,5153.940935260701,5661.740645635203,5505.254763776909,5683.056936797455,6292.022603255349,1
6682.547805486169,3674.093648601324,4989.249915940398,3387.944899982402,4217.415216083009,5500.0600584100375,0
5807.0918236476755,5697.021575761828,3485.7695141049217,5055.667848221174,5441.112307372892,3599.773616773473,1
7049.255376340311,4735.2280801779825,5883.931934716843,4959.504494656522,5800.880742558527,4848.576187613341,1
7293.008515158868,5080.0265026237375,6223.213618112286,5490.404905874813,6427.375923762369,4432.64096644198,1
3120.8835212561476,6444.300855627728,2918.3120373451566,6365.447245036818,5153.57832033724,7961.855421693054,3
5498.168230786457,6088.881399545973,4292.549978774712,4588.832938065914,3506.5327958250127,4798.7278347307065,2
6154.330684310912,5536.973619521661,6104.276732609206,4671.682504038197,3654.4934564296573,6176.039253698774,3
6366.193937841465,5441.660861389686,5309.246591908792,5450.967985976751,5778.893157699394,4919.548159696106,2
5438.9913840245645,5777.156698063343,5873.601712431347,5180.919458680655,3872.000434645126,7211.748516702806,3
5415.875892199155,5417.704857949288,3565.6746695836855,4362.565093720967,4093.237907118083,4758.581446126567,2
6426.005110084032,3802.6862829933116,4140.226411922789,4054.331494361109,5569.270581638446,4935.777441982815,0
4161.728889090248,5249.228594536027,3763.9472230383703,5478.353731326032,5069.975437778236,7927.372777258964,3
4752.559583646113,4993.17137748571,2289.245259369114,4929.85535270802,5698.649743083016,5097.332745364567,1
6401.494016670826,3469.5995283722496,3824.5515815472954,3502.7462909166024,5064.964743202957,4900.675596914577,0
6228.784686168445,5501.007513003742,7413.527853150175,4838.253686719638,3275.3932065123136,7658.677343343017,3
6715.705638349052,6573.741496651698,6480.914770102808,6205.56594514535,5662.555101878213,4503.157683438053,2
8225.790205061194,5186.766233407406,7107.001450093557,5869.253935166777,7263.547426533759,3444.704465990848,1
6950.639166764665,3768.828647240888,5644.11178364789,3267.1102644008047,3751.9585832677385,5619.264659976039,0
6910.126445608219,3473.7316300387356,5313.479478974145,3156.7966588258278,3993.502054414509,5596.5315204731405,1
6315.54807963126,5316.0992432490075,5610.529641003448,5090.53724612508,5034.514577585811,5492.7788062169975,2
6494.567033509595,4298.530598421381,4020.3930310134883,3366.569331596562,4006.6469974766055,4082.332905740597,0
5288.992392776007,5368.120362237907,5709.6867827405895,4776.915568060885,3507.135813425205,7717.29817176144,3
4255.906639181923,6325.34338581068,3561.6276223464038,6345.391013099648,5802.521058688849,6450.575617903658,3
5968.2896570233515,4992.411759898431,4374.366899228636,5066.714582959562,5733.615615014579,5058.062929983979,0
6836.901087986639,6360.045840906094,6699.773554251997,6216.293833901202,5854.940863866013,4730.778012761533,2
5254.846429021298,6276.02452194405,6282.04688531906,5570.345660726731,3701.9773253953895,7620.6586670094575,3
3593.5834006025175,7511.3169391343035,3624.0968257737973,6357.549003413483,4118.0474595897,6722.92169913172,2
5913.445092487609,5421.621085327958,4104.513152897441,5064.856835334229,5440.4213949548,4407.789960762437,1
7677.490943839587,3493.3532434406316,4756.8438968787705,2762.110344351432,4244.06769568741,3237.1545027194074,0
4977.04526938159,6050.093627749928,4567.480714882822,6134.106726788043,5696.47225797165,6404.1458667643265,3
5525.688831418468,5676.206451302063,5644.111975070145,4969.404439436332,3798.051787791963,6834.859519005039,3
5557.410138988327,5631.25391235904,6108.4508708045605,5040.0714337436275,3718.9402982413185,7383.239439069078,3
5924.5464126142515,5216.507694248059,4507.982878919402,5332.7457480278845,5881.637256860709,5105.606471347937,0
5438.544016942384,5644.160237410573,3660.6243382402445,6306.115313672778,7306.06932961902,4749.994216858491,0
4840.428183915233,7361.957640963668,5574.608982638946,6832.518831150023,5000.373009634146,6632.978872440719,3
7867.263582490779,3699.05094422837,6299.006737696819,3818.37512525387,5182.454359605729,4581.856501175228,1
4665.035760994136,6533.20102591835,5054.320963361109,6535.321214573707,5408.7311395834695,7197.196340609014,3
6261.327448523752,5124.955577783026,5466.699466180247,4829.432497296757,4788.154848289554,5607.790317047956,2
6196.207141502702,4654.224763237842,4788.824204643584,4353.645729956003,4727.646583547257,5365.7361792297725,0
6701.672690805627,5713.292594011088,6462.956626563864,5643.449934778578,5467.876080218854,5345.863417973395,2
4929.0358222314735,5725.803001661526,4739.219639885029,5921.968679349163,5481.479374946004,7029.440606932857,3
6910.624370539437,7391.307578803372,7043.918947857892,6823.510223950183,5827.307663802273,3986.479302076495,2
5900.077909541663,5597.974956081893,5147.050547134112,4561.876344271424,3752.756562847378,5482.315369255758,2
5846.240606967669,5882.6465908347955,7038.697760860221,5162.610226396538,3394.962295984174,7652.294311015138,3
6208.800523641123,5253.043735581303,5279.81544074386,4291.513054513482,3775.719194071379,5318.312487732209,2
6218.0443074509885,5536.6036427346535,5175.008992751683,4190.359267139222,3398.8286891111475,4873.290729635797,2
3977.6647495860893,7533.10107085309,3737.634357279344,5965.323152162241,3654.1554016525893,5990.645189418792,2
6519.329218958035,3001.971902499578,3327.8169881141957,3416.649551591606,5742.464317489137,4517.828354236843,0
5425.830320730384,6345.362699921085,6027.478468695755,5847.53861422664,4424.280988139961,6899.173860641497,3
6762.901012863655,6879.192843662129,7442.902520494021,5911.211828668371,4323.659768670872,5235.789511759211,2
4733.952940943318,4902.058813353386,4071.4357747676577,3822.3301251944868,2744.5423859170805,7306.720067367152,0
3430.713929976191,6117.475267036158,1161.472887968985,5539.092951649086,5284.305109730004,5436.473107870199,1
3319.94405745303,9530.394078095656,4462.121905719806,9979.696540126988,7951.30071551414,6548.8382632102175,3
6438.814519891975,6667.291294238783,6369.957292323668,5750.928831594259,4597.886241173608,4824.89914758398,2
5460.991920494197,4075.1313040788455,2347.1497572203757,2210.9975148436465,2277.265001904755,4382.347888911487,0
6552.605646292419,3136.5557039924015,3727.216603567518,3280.693949827196,5166.280520568288,4783.875615340525,0
6114.223704631064,5826.709720287608,4580.52095570627,5251.107867028526,5279.626534321545,4160.0781865824465,1
7227.568769318878,3455.3302116402438,5645.345638702812,3289.03392797841,4317.006591253364,5354.322895468029,1
7279.68473529143,3108.5256720822845,5600.644274374113,2791.297939300738,3826.010279451528,5503.9049151183735,1
6862.771802388132,4078.0020547102918,4726.414949026093,3465.1368304889265,4281.901764107476,4390.785041557297,0
6984.495372835969,6876.241306791651,7402.646101463188,6397.63163623896,5402.658824378052,4757.789647002938,2
6216.441965659618,5724.42795976262,6358.952597709741,5319.9677267391135,4535.3322705118,6213.738555356931,1
3863.946317717886,6485.5564099446765,3925.1257866722917,5861.014878697762,4245.934163647188,7522.886393976551,3
4472.362968081512,7228.165326966142,3778.0853840168247,5440.537197882297,3396.794383656528,5257.826499967308,2
6552.557662935696,5567.132998697188,5983.9195511899525,5441.659252105429,5403.002028590374,5214.081493816999,2
5549.281627189599,4164.997317521507,4419.1911977037835,3036.5154708299046,2515.7068929343345,6686.554680763144,0
4374.368027997058,7075.436450061174,4331.366471797164,5829.8964506035045,3825.3386852571703,6325.775141760421,2
6462.994594903475,3878.2172434412405,5375.37704721939,3718.3384937361525,4202.426030290441,6253.750123312932,1
4976.165157780275,6038.097511610635,4202.743012420622,5307.877917520589,4450.163283217707,5908.89034290384,3
4712.341219722922,6041.408643995795,3934.4173749163942,5626.321476211481,4951.233595887652,6165.86494459754,1
5536.157159680874,6432.9504279698685,6567.713218604694,5783.3529660885815,4001.679094416146,7226.342026913311,3
6293.4116049222175,5770.059072023201,6592.456541572818,5127.507115648639,4076.4993866106715,6271.746337874221,3
5394.749521631572,5642.701727692907,4745.481919031278,5525.87366383122,5240.932664564771,6100.204492916057,1
6611.559024581322,5739.638200575369,5598.976199322476,6018.071275991116,6544.420464897583,4490.750720271777,2
7028.076538826928,1364.5409958311575,2896.312878267415,1805.1898968082692,5090.443202740344,4456.979735390354,0
6444.003940285982,4424.412694698266,5661.607968837108,4589.595744858173,5056.993061963898,6153.289934940341,1
5491.008817165504,6799.333923712064,5474.910222384677,6361.414817208454,5294.044901050103,5666.249503032434,0
4975.021108108858,6898.741092998958,4188.911735502438,5122.748137628671,3319.4536657737317,4999.735777909669,2
6536.375436474708,3767.957067462821,4291.985002212314,4051.4985891864844,5599.94525813997,4920.814667260513,0
6109.447041135872,4943.786984330123,4741.940861317795,4883.437991310698,5354.439160234467,5239.620120682959,2
7874.319162457247,4200.416564516646,6508.222626248082,4509.615221983189,5825.685125768366,4363.855175256662,1
3741.1737795701933,7064.301826168729,3721.776010317878,7195.8970529384405,6097.521328734372,7052.072837156722,3
4833.234999820396,6334.488936731304,3087.9447072660623,6113.518061216714,6144.604703436,4619.748902032692,1
5028.135918267375,6535.9406268301755,3946.4338012496073,4903.428394526782,3456.9455493176793,4945.555845260305,2
5265.7636642316975,5944.901099904655,4541.157463218828,6064.84359487855,5929.625494349754,5860.3736339264515,3
4993.673310740967,6260.846410222386,3488.536662444053,4749.880564239769,3682.8124343203044,4731.4119186405005,2
4245.164193905512,6340.450520495822,2412.503455632903,5539.186556596386,5020.728371874656,4997.116306391214,1
6509.01761764783,3568.299713830093,3482.9543213677252,1939.0344482955988,2478.203016277715,4030.795098483525,0
7348.6559496152895,4183.900147870871,4909.748311138707,3731.984047966479,4957.428648307254,3493.712374777788,0
7446.510381424323,3763.7876337777443,5255.494812648056,3181.177214327062,4248.842206826507,4091.1684368754945,0
5567.482009272994,5868.576832888898,4581.37150430839,4612.83060425657,3643.973964413123,5229.472247914073,2
3877.214137366429,5004.199829837339,1912.370525225132,4884.174062052643,5094.695475645052,6485.3798833645105,1
8057.006220808213,2918.433066012088,5823.37293799167,2651.7188606069335,4276.709388513748,4305.185114893257,1
6005.150093332875,3628.556169007602,3798.5977924758126,4450.196557895731,6286.3444964367445,5625.144695592761,2
5632.873407473222,5563.5880176582195,4429.652574557638,5106.095827841014,4953.432426617755,5257.472713419495,1
6782.975650628142,3403.1078265193128,5379.544284067675,3151.5947016034042,3904.899926453895,6018.904624704093,1
6392.706641634117,5560.780014776713,5476.82414597626,5553.440573840644,5773.023963913804,4953.2211056594115,2
5343.563968660473,6296.525165089739,4753.1938755935635,5773.608817312699,5020.872450993395,5569.760226957718,1
6678.871514931224,4728.703699404617,5895.666470040056,5243.638059774916,5995.496218011978,5679.6790027019115,2
4993.025103355064,5356.543731641013,5280.171699736029,5525.284789935847,4856.1834400972375,7896.432963849245,3
5687.394027502254,5392.680078105453,4295.218011557245,4373.9038848128075,3934.530424189497,5094.2809576888785,2
5003.407091200516,6256.345610438146,4371.298752083691,6108.255981045202,5594.570859460191,5896.784312895639,3
5976.209624317941,3856.573500848863,3023.1772075181048,2302.1645076457844,2678.526329001533,4339.211464416496,0
6936.015334942387,4648.442185240142,6349.469335446952,4817.961168894897,5260.657774408796,5732.350324581904,0
6170.908422524087,5502.12002915826,5628.895671892277,5030.743065262028,4621.135681571452,5627.600262181339,0
5806.240508212952,5307.49406457935,4671.680194891556,4785.375081932637,4625.264307532868,5419.116726573193,0
5258.787373521497,6983.170777233709,6489.045555239453,6290.205712360452,4201.671861819273,7198.483253942884,3
5023.20059116642,7177.275749289495,4650.779412923538,5290.833976668772,3125.4236431767813,5187.190853271212,2
