age,education
54.232807345,less_than_highschool
57.7136227266,highschool
27.159455994,less_than_highschool
42.3324505402,highschool
31.9462357293,college
27.720499974899997,college
53.7957104727,college
48.582678715200004,highschool
25.5579196887,college
48.593070854,highschool
53.5616823304,highschool
42.176880286999996,highschool
50.176166733100004,college
44.375171391,less_than_highschool
30.3789253472,college
37.9424514145,highschool
54.680862805,less_than_highschool
34.020248655799996,college
50.819541075299995,less_than_highschool
31.806841077399998,college
51.7602020182,highschool
44.66752309100001,highschool
27.611959864099997,college
51.5547029663,highschool
18.0,less_than_highschool
52.09742084810001,highschool
29.341536054699997,college
54.2444186324,highschool
45.2515301424,less_than_highschool
20.199524080299998,college
51.84848062010001,less_than_highschool
31.3268223665,college
27.8429733828,college
31.751034033499998,college
25.318253281,college
49.178124001499995,college
53.60707375609999,college
34.342289043,college
50.7999661189,highschool
33.8256615245,college
47.076570860299995,highschool
28.7261863435,college
47.5852089987,highschool
48.7558571567,less_than_highschool
49.178455563,less_than_highschool
47.0315117707,highschool
51.831397216000006,less_than_highschool
59.7055250584,highschool
43.4417486717,less_than_highschool
29.5183676384,college
49.3335079955,highschool
23.964780638,college
40.0025023124,college
50.7724287535,college
41.0631196033,less_than_highschool
53.382263485699994,highschool
32.0753283321,college
51.905661647399995,highschool
29.668244837600003,college
27.1972393281,college
54.256175578000004,highschool
33.8335511873,college
28.9580834766,college
54.8765285021,less_than_highschool
44.8276712188,less_than_highschool
54.096384003100006,highschool
46.3411711651,less_than_highschool
57.2697241203,less_than_highschool
22.912995758,college
26.4091631408,college
32.073623238,college
52.2128942776,highschool
49.2481154944,highschool
43.7549106964,highschool
31.046910597399997,college
48.6839091337,highschool
49.1592929508,highschool
44.235213717600004,less_than_highschool
51.74524289439999,less_than_highschool
50.6145358918,less_than_highschool
62.3987671992,less_than_highschool
48.98278086649999,less_than_highschool
53.9218938351,less_than_highschool
52.7016636721,less_than_highschool
54.5200701117,highschool
23.8270943673,college
46.0516090647,less_than_highschool
55.39805872,less_than_highschool
30.2375056359,college
47.6561852617,highschool
52.8611565711,less_than_highschool
56.729154765699995,less_than_highschool
50.7681779914,highschool
18.501088061199997,less_than_highschool
29.107276500700003,college
28.5067226977,college
36.6671206875,highschool
26.768692584,college
49.8809889554,college
26.633717236,college
47.4970790491,less_than_highschool
56.585545043900005,highschool
31.2242608851,college
47.4032309296,less_than_highschool
49.9447195669,highschool
52.7854367354,highschool
46.9024711543,highschool
31.322119475999997,less_than_highschool
27.2326775795,college
43.6113506526,highschool
50.167315887600004,highschool
51.9397095462,less_than_highschool
30.1156845163,college
51.7590028071,highschool
28.2002588852,college
50.1453096542,less_than_highschool
52.0032351018,less_than_highschool
47.7656671517,highschool
47.1614741119,highschool
46.0881144402,less_than_highschool
33.890263462,college
52.2939323335,less_than_highschool
27.6817779534,college
52.221904438,less_than_highschool
46.9014660977,less_than_highschool
31.126568931799998,college
50.877740507700004,less_than_highschool
48.4326137914,college
56.4566984192,less_than_highschool
50.2599324563,highschool
51.1878521943,less_than_highschool
49.2274304049,highschool
56.0184791025,less_than_highschool
49.96656411439999,highschool
20.812693629800002,college
52.9924356249,college
26.2352333117,college
44.2573190082,less_than_highschool
50.62518347020001,highschool
47.542430596,less_than_highschool
27.6941947789,college
22.0140797452,college
49.173293881999996,highschool
41.1607671752,highschool
28.3723459523,college
41.488138114499996,less_than_highschool
47.6097759582,highschool
48.444167498,highschool
33.208223346,less_than_highschool
33.5331570565,college
52.6320820808,highschool
22.391451445700003,college
47.91770938609999,less_than_highschool
45.9743944239,less_than_highschool
46.081600979799994,highschool
48.1040313137,less_than_highschool
34.1701591371,less_than_highschool
50.9482928594,highschool
47.130044848100006,less_than_highschool
26.4077001812,college
50.7167501734,college
30.427929339600002,college
35.769989374699996,college
32.8604648698,college
23.224561704,college
27.213064115399998,college
52.4818526961,highschool
43.126713197200004,less_than_highschool
55.73063044630001,highschool
53.0520846619,highschool
49.901044647,highschool
23.0115366494,less_than_highschool
50.2810906305,highschool
39.0047588586,less_than_highschool
21.6420271125,college
64.790359806,less_than_highschool
44.61679555600001,highschool
52.024863546300004,less_than_highschool
26.3184755101,college
32.0978519262,college
45.319244706000006,less_than_highschool
26.1152683856,college
53.2536960858,highschool
49.972719633100006,highschool
34.615123500500005,college
48.2740331336,less_than_highschool
28.7234655986,less_than_highschool
28.732062175,college
48.25796805,highschool
44.8178700754,less_than_highschool
19.647161929,college
48.552728272399996,less_than_highschool
38.599236813699996,less_than_highschool
56.9005594975,less_than_highschool
27.2207866657,college
54.330947475100004,highschool
55.126902288500006,less_than_highschool
47.5664076262,highschool
34.739881342,less_than_highschool
45.6161465455,less_than_highschool
63.65479646399999,less_than_highschool
53.6951969442,highschool
50.7158359842,less_than_highschool
43.034366391599995,less_than_highschool
41.4041005478,highschool
50.548024865100004,highschool
25.5264067573,college
50.3958203,less_than_highschool
48.398911901700004,highschool
45.9702575663,less_than_highschool
51.63500737840001,college
45.421474871899996,highschool
28.473680327600004,less_than_highschool
48.68595033729999,highschool
32.4586416567,college
26.82281349,college
28.830850944,college
40.5008251314,college
29.880763653600006,college
50.6007049402,highschool
56.378423828500004,less_than_highschool
47.67815744399999,less_than_highschool
37.6772296327,college
49.0871053985,college
54.163717568100004,less_than_highschool
49.266810920699996,highschool
45.21553948,highschool
27.956122305500003,less_than_highschool
21.7808089098,college
27.3445433096,college
61.9767423991,highschool
26.549558063400003,college
50.3733180916,highschool
43.72383888,less_than_highschool
42.97943750979999,highschool
52.0682283283,highschool
30.126835960300003,college
54.1882154726,less_than_highschool
47.4368849259,less_than_highschool
53.2520099612,less_than_highschool
57.86099397130001,less_than_highschool
49.9599496484,less_than_highschool
45.040639316400004,highschool
28.5385518139,college
51.8181600809,less_than_highschool
59.00099625479999,less_than_highschool
49.63384574,less_than_highschool
32.5104612385,college
21.9739669298,college
50.4150591329,less_than_highschool
52.0847684976,college
52.034860926499995,highschool
58.56755970020001,less_than_highschool
49.254960462,highschool
30.7317636829,less_than_highschool
52.322034709099995,highschool
50.5057213817,highschool
53.5998214939,highschool
52.680561858699996,less_than_highschool
29.210721486399997,college
22.9169940371,college
47.1005367282,highschool
53.7931163951,highschool
27.4024574455,college
30.511718488000003,college
46.516349491899994,highschool
50.8756163634,less_than_highschool
31.0703982824,college
41.4683981127,highschool
31.7514305341,college
35.1975668392,college
55.3436727805,highschool
44.91586117399999,highschool
50.0905015953,highschool
45.5567158392,college
30.249381632600002,college
53.738795904899995,highschool
54.6703096792,less_than_highschool
51.233063111199996,highschool
18.678148749,college
49.1651128332,highschool
28.9674667006,college
55.7928263885,highschool
37.481634703699996,college
50.3841383436,highschool
32.7777494487,less_than_highschool
20.1103259147,college
47.29158187,less_than_highschool
55.22906049,highschool
32.014125670700004,college
28.8026665447,less_than_highschool
50.916116259300004,highschool
52.6636639922,highschool
32.796135105,less_than_highschool
50.277346190799996,less_than_highschool
49.6491762186,highschool
54.982682898,highschool
28.4176492846,college
45.4384031845,less_than_highschool
47.7752431489,less_than_highschool
50.59156278880001,less_than_highschool
55.8811364562,less_than_highschool
32.199160770300004,less_than_highschool
33.594614071500004,less_than_highschool
50.261868023299996,highschool
47.9213305577,less_than_highschool
29.0144546479,college
52.247423425600005,less_than_highschool
27.3175292915,college
31.0821399575,college
23.5917638679,college
44.2131137427,less_than_highschool
52.906282589499995,highschool
26.0829360935,college
61.5664608484,highschool
31.130332182100002,college
42.3361891738,highschool
38.9081556961,highschool
54.81587136090001,less_than_highschool
52.8023980645,less_than_highschool
62.4066876144,highschool
48.9763687537,highschool
33.4073955964,college
53.5301797181,highschool
30.929144785500004,college
47.271321981499995,less_than_highschool
29.452129671399998,college
45.03144353,less_than_highschool
32.9731603283,less_than_highschool
48.1524852804,less_than_highschool
29.995976890599998,less_than_highschool
45.702165818500006,college
55.0634863157,highschool
54.8206341334,less_than_highschool
24.986128946999997,college
51.355905620200005,less_than_highschool
54.790183639300004,less_than_highschool
47.9460521305,highschool
44.2095661307,highschool
43.474982058,highschool
25.1824036089,college
40.805833202399995,highschool
26.9477652584,college
51.6654182992,less_than_highschool
52.5037051424,college
49.0094713009,less_than_highschool
20.5510742757,college
50.7049799017,highschool
31.4577795037,less_than_highschool
53.808052879399995,highschool
33.877519595500004,college
25.0159235323,college
47.7042806516,less_than_highschool
49.9866907909,college
54.7857929943,highschool
27.886243243800006,college
24.995368332800002,college
27.3629602978,college
49.594435940299995,less_than_highschool
35.4480689221,college
55.4370011142,less_than_highschool
30.1299953609,college
28.121991331,college
27.539678918000003,college
46.2295837946,less_than_highschool
55.6192364301,less_than_highschool
51.7402331378,highschool
54.2344444998,highschool
29.303502689400002,college
47.363902632,less_than_highschool
30.007207682199997,college
27.3209887327,college
33.5043803787,college
47.879061135,highschool
30.719955580300002,college
50.8978151446,highschool
25.780461157399998,college
23.963157103,college
48.0673023515,highschool
54.6540093398,highschool
25.632655350500002,less_than_highschool
49.1489551389,highschool
29.471868310900003,less_than_highschool
38.0697560428,highschool
30.4522917602,less_than_highschool
60.072107503599995,college
45.0739841503,highschool
54.884717288000004,highschool
39.1246096351,college
35.481708978600004,college
50.7866869201,highschool
50.984888356499994,less_than_highschool
40.067118934899995,college
55.512428756400006,less_than_highschool
45.60578516859999,highschool
30.1816127927,less_than_highschool
54.3625763704,highschool
30.4293817773,less_than_highschool
25.1729939865,college
28.4620592789,college
56.299143191400006,less_than_highschool
51.1865560301,highschool
48.438645351999995,college
54.4423982688,highschool
33.6704921417,college
24.6359215281,college
43.982728297799994,less_than_highschool
50.955153862399996,less_than_highschool
51.63250328260001,highschool
46.760524142799994,college
59.4772681983,highschool
52.18582346270001,less_than_highschool
46.145754196999995,highschool
51.814153734899996,college
22.5036185909,college
43.189484549300005,less_than_highschool
45.5390525657,highschool
50.9360690638,less_than_highschool
53.6510328385,highschool
27.230504232399998,college
55.83115820770001,less_than_highschool
43.3456298376,less_than_highschool
38.151631498200004,college
39.601802307199996,highschool
35.4365692322,college
25.2862951943,college
36.5002781739,less_than_highschool
47.6544105215,less_than_highschool
26.968950899699998,college
50.819669178299996,less_than_highschool
30.807307748000003,college
55.0582095672,highschool
54.3665458568,highschool
48.9239899135,less_than_highschool
50.0395794322,highschool
43.8291238656,less_than_highschool
46.746882399899995,less_than_highschool
27.6560643789,less_than_highschool
52.6845970519,less_than_highschool
39.4013161221,college
27.1302988302,college
57.2801538724,less_than_highschool
28.090119963200003,college
46.3575278899,college
51.4991789092,highschool
46.455168942,highschool
49.171700226700004,college
52.718015558199994,less_than_highschool
49.196150776,college
20.0884391194,college
29.129853341100002,less_than_highschool
49.196437166,highschool
46.8977866466,college
27.5657477472,college
35.4493665207,college
35.1200279443,less_than_highschool
32.0717176917,college
44.7270256591,less_than_highschool
52.0079612918,college
48.0837090721,less_than_highschool
29.028997015399998,college
43.163747395200005,less_than_highschool
18.0,college
53.1958929646,highschool
50.590205628999996,highschool
27.121333776500002,less_than_highschool
60.7305469129,less_than_highschool
48.9807283512,highschool
47.736861151199996,less_than_highschool
23.2748935642,college
31.3631304536,college
48.4696195439,highschool
53.956319791999995,less_than_highschool
28.386953081399998,college
62.03234992310001,highschool
49.0854940846,less_than_highschool
27.653026392399997,college
47.124459361999996,highschool
34.336164098699996,college
50.398329430699995,highschool
24.8891782549,college
38.1695775547,college
49.132352568,less_than_highschool
46.9837757937,highschool
44.7518538267,highschool
24.039001569099998,college
26.645122578000002,college
49.3822378887,less_than_highschool
22.63084076,less_than_highschool
50.9503989226,highschool
49.515924936400005,less_than_highschool
31.649223204699997,college
47.570273915600005,highschool
25.602388461500002,college
58.1303188446,highschool
26.1541022607,college
50.7900508477,college
54.0122073715,highschool
40.8541061702,less_than_highschool
33.522321015900005,college
47.9995103295,less_than_highschool
42.5697706626,less_than_highschool
49.9607100372,less_than_highschool
40.7410232155,less_than_highschool
26.848640916,college
56.17655245970001,less_than_highschool
36.762979552800005,college
48.1826259862,highschool
29.1508275508,college
32.4460549948,less_than_highschool
39.725028636,less_than_highschool
56.2162800743,highschool
46.0330998838,less_than_highschool
49.4669568194,college
46.819307916599996,highschool
26.6756865059,college
43.2293387505,college
56.3076229407,less_than_highschool
53.744726065500004,less_than_highschool
51.0433714311,highschool
60.8865895417,highschool
50.01408771649999,highschool
29.757253756300006,less_than_highschool
38.5809938298,less_than_highschool
35.753868439499996,college
49.1455452076,less_than_highschool
31.3695095541,college
27.8458549265,college
42.2247178566,less_than_highschool
27.3517963754,college
42.8339819377,less_than_highschool
42.553392037600005,less_than_highschool
55.429214338,less_than_highschool
36.6293186376,highschool
24.3430749075,college
47.7989799016,less_than_highschool
43.9327748478,highschool
28.870892824200002,less_than_highschool
54.7009488093,highschool
28.6919008284,college
24.081468310500004,college
43.4237860291,highschool
51.5579628351,college
54.99079791689999,highschool
53.678367611599995,less_than_highschool
50.76827474979999,highschool
50.8094945079,highschool
43.3784519546,highschool
50.3225720966,less_than_highschool
44.7285302217,highschool
32.001472324,college
53.313159534099995,highschool
38.428578916300005,highschool
55.67676476850001,less_than_highschool
55.658562344799996,less_than_highschool
50.9696946199,less_than_highschool
53.7688178462,highschool
34.7699441265,college
37.2560351092,college
52.5707603483,less_than_highschool
46.7039998396,less_than_highschool
27.7199157747,college
21.6035093597,college
29.1269557366,college
51.802782561099995,highschool
47.3553859233,less_than_highschool
30.311136094299997,college
41.0802441565,less_than_highschool
53.823480920600005,highschool
44.84844465729999,highschool
30.891876130700002,college
24.7249283269,college
54.9441425903,highschool
29.9372423207,college
49.8966212268,less_than_highschool
52.2979163332,highschool
30.2672054699,college
54.381605004399994,less_than_highschool
47.2076202986,less_than_highschool
49.5537877087,college
21.1499870317,college
48.176968209099996,highschool
38.0889611215,less_than_highschool
24.878802418600007,less_than_highschool
47.7219570616,highschool
46.8231813152,highschool
49.4755627276,highschool
45.345403179899996,less_than_highschool
26.7470206422,college
41.102255171100005,less_than_highschool
38.669541296,college
40.415381365,highschool
57.2949692961,college
47.955605345600006,highschool
45.4327317551,college
25.317528023,college
44.05089499979999,less_than_highschool
39.042847705599996,highschool
43.371811432799994,less_than_highschool
58.074890071599995,highschool
22.0315301119,less_than_highschool
43.698291616000006,highschool
55.8220205851,highschool
55.5957683384,highschool
29.397791579,college
44.04279807,college
44.224639343,highschool
55.0908528338,highschool
30.4575589861,less_than_highschool
47.833103449,less_than_highschool
55.397300504200004,highschool
48.4569409488,highschool
46.2954868909,less_than_highschool
52.0714289357,highschool
50.927566268199996,highschool
21.9650502033,college
46.9026413484,highschool
46.619763444300006,highschool
49.1565596324,less_than_highschool
35.601538079,college
43.553727169,college
30.4600540014,college
47.6263113392,highschool
48.0337481611,highschool
28.845698098200003,less_than_highschool
43.4625228173,highschool
54.4615402867,less_than_highschool
32.793570828200004,college
51.1195990693,highschool
42.551575048800004,less_than_highschool
28.9332175124,less_than_highschool
50.5214044951,highschool
28.7776853998,college
53.9590486384,less_than_highschool
21.509562546999998,less_than_highschool
23.6697192909,college
53.4916529683,college
26.198468344600002,less_than_highschool
47.564492568,highschool
38.0491505598,highschool
49.8228584952,highschool
44.3017336584,less_than_highschool
48.133853537200004,less_than_highschool
50.9112869391,college
31.0036659129,college
45.642410911599995,less_than_highschool
50.1897220154,less_than_highschool
50.6614526869,highschool
31.9225041223,less_than_highschool
29.1862182772,college
60.3099181995,highschool
55.6913068362,less_than_highschool
40.5155143557,college
50.537802195699996,less_than_highschool
50.1898983409,highschool
37.2802582763,less_than_highschool
55.601186107299995,less_than_highschool
44.9460761705,less_than_highschool
48.1862899081,highschool
51.0872986945,less_than_highschool
46.506701677799995,less_than_highschool
56.1467823916,less_than_highschool
52.6411040673,highschool
31.757460811399998,less_than_highschool
43.9012805491,less_than_highschool
46.338186863699995,highschool
26.8986909686,college
43.8722120742,less_than_highschool
21.9999791939,college
49.7273353386,less_than_highschool
56.0481533938,less_than_highschool
53.055790808199994,less_than_highschool
26.8524723239,college
32.7307216169,college
22.6995841873,college
53.5189029183,highschool
48.848808794300005,highschool
46.53333115939999,highschool
28.9302057035,college
50.163779492299994,highschool
48.4085046169,highschool
44.6505667325,less_than_highschool
50.165998654,highschool
37.1383882813,college
26.2569780752,college
47.2649724048,college
43.3454540483,less_than_highschool
52.8968394944,less_than_highschool
23.0115485237,college
25.4097333629,college
40.2179692157,college
42.425419545,highschool
56.36011886560001,highschool
48.396656612,less_than_highschool
50.2439412797,highschool
55.6249728801,less_than_highschool
51.698038763599996,less_than_highschool
30.7244709775,college
34.4604970617,college
51.7080856733,highschool
21.7598716048,less_than_highschool
25.711167092399997,college
24.397677303000002,college
29.2567046246,college
52.4631862873,less_than_highschool
49.257414541,highschool
55.783552488299996,less_than_highschool
27.8087777932,college
47.7491332121,highschool
51.0595327046,highschool
46.8501634019,less_than_highschool
55.6191358759,less_than_highschool
58.9764596679,less_than_highschool
52.4643355858,less_than_highschool
44.1683659129,highschool
24.9267694271,college
26.959548555700003,college
57.5918686013,highschool
38.0901176006,college
52.837450275600006,less_than_highschool
32.522930199,college
22.7315331175,college
51.7231535341,highschool
54.0420686629,less_than_highschool
55.4838183867,highschool
52.7202875641,highschool
48.777802823100004,less_than_highschool
44.143234811599996,highschool
52.45914272979999,highschool
54.9300541657,highschool
54.4499029871,highschool
53.689317922700006,less_than_highschool
30.7911657559,college
45.7391302809,highschool
40.902228137,highschool
47.228811582,highschool
30.7652844252,less_than_highschool
49.833845074799996,highschool
60.673672286999995,less_than_highschool
25.2772175729,college
35.6296082177,college
50.67980672979999,highschool
45.063301267700005,college
49.307476144,less_than_highschool
57.8168413513,highschool
45.4003898544,less_than_highschool
49.0051093796,less_than_highschool
45.709457181800005,highschool
48.7409561849,less_than_highschool
45.9487386494,highschool
25.0093512169,college
41.9615322805,highschool
33.962467717399996,college
52.44037829999999,less_than_highschool
25.4932789329,college
46.0199583441,less_than_highschool
49.510044276,less_than_highschool
53.1859763718,less_than_highschool
46.5523868195,less_than_highschool
41.7065389097,highschool
56.3127147629,highschool
49.5909780632,highschool
42.5588268806,less_than_highschool
31.3058156729,college
42.2200331096,less_than_highschool
55.457353499499995,highschool
51.6949230567,less_than_highschool
50.9454015913,less_than_highschool
44.784393467,highschool
55.144221806000004,highschool
49.864109734799996,less_than_highschool
49.7136399756,highschool
54.525286470699996,college
48.980248539799994,highschool
41.8411081479,highschool
57.550480738900006,less_than_highschool
23.726849122399997,college
52.828646643599996,highschool
54.411223276899996,highschool
48.4817187505,less_than_highschool
